3277 3277
2 3018 1.0
2 2 1.0
6 3236 1.0
6 3235 1.0
6 3234 1.0
6 2664 1.0
6 710 1.0
6 6 2.0
15 2414 1.0
15 2207 1.0
15 439 1.0
15 2131 1.0
15 15 2.0
20 3083 1.0
20 1781 1.0
20 1584 1.0
20 1009 1.0
20 533 1.0
20 492 1.0
20 147 1.0
20 3048 2.0
20 2992 1.0
20 20 4.0
23 1342 1.0
23 723 1.0
23 573 1.0
23 236 1.0
23 227 1.0
23 560 1.0
23 23 11.0
24 3188 2.0
24 1109 2.0
24 24 2.0
31 31 1.0
32 32 2.0
33 284 1.0
33 33 1.0
34 3245 2.0
34 3244 2.0
34 1176 2.0
34 34 2.0
36 2799 2.0
36 36 2.0
37 914 1.0
37 37 2.0
38 1096 1.0
38 391 1.0
38 2033 1.0
38 38 3.0
49 2079 1.0
49 49 4.0
50 2379 1.0
50 50 1.0
52 2615 1.0
52 52 1.0
53 3262 1.0
53 773 1.0
53 391 1.0
53 53 2.0
57 2374 1.0
57 1929 1.0
57 1671 1.0
57 57 1.0
58 2745 1.0
58 351 1.0
58 58 6.0
59 2495 1.0
59 59 2.0
60 2114 1.0
60 2113 1.0
60 60 3.0
62 210 1.0
62 62 1.0
64 3043 2.0
64 2037 1.0
64 64 2.0
69 3108 1.0
69 2040 1.0
69 82 1.0
69 1810 1.0
69 185 1.0
69 69 2.0
70 2938 1.0
70 2783 1.0
70 2308 3.0
70 1933 1.0
70 329 1.0
70 3099 1.0
70 332 1.0
70 2320 1.0
70 3085 2.0
70 2072 1.0
70 2071 1.0
70 83 1.0
70 70 12.0
73 438 1.0
73 1429 1.0
73 73 2.0
74 3183 2.0
74 2444 1.0
74 382 1.0
74 74 4.0
82 2559 1.0
82 2036 1.0
82 2026 1.0
82 1931 1.0
82 1170 1.0
82 2826 1.0
82 3208 1.0
82 505 1.0
82 259 1.0
82 2040 2.0
82 69 1.0
82 3219 2.0
82 3110 2.0
82 3109 4.0
82 3108 4.0
82 2560 5.0
82 2396 7.0
82 2064 1.0
82 82 10.0
83 2577 1.0
83 150 1.0
83 1317 1.0
83 2072 1.0
83 2071 1.0
83 83 4.0
83 70 1.0
84 85 1.0
84 84 1.0
85 85 1.0
85 84 1.0
86 3140 2.0
86 3139 2.0
86 3138 2.0
86 3137 2.0
86 86 2.0
88 761 1.0
88 88 2.0
91 91 1.0
98 1687 1.0
98 2593 1.0
98 281 1.0
98 98 3.0
100 2433 1.0
100 2124 1.0
100 100 1.0
102 102 2.0
103 811 1.0
103 103 1.0
108 108 1.0
109 1976 1.0
109 3255 2.0
109 2407 2.0
109 109 2.0
110 2894 1.0
110 111 1.0
110 2160 1.0
110 110 2.0
111 2894 1.0
